what,kind,bundleId,bundleVersion,description,time
stopped,bundle,org.eclipse.m2e.core,1.0.100.20110804-1717,"org.eclipse.m2e.core",1360232578138
stopped,bundle,org.eclipse.jpt.dbws.eclipselink.ui,1.0.0.v201104110000,"org.eclipse.jpt.dbws.eclipselink.ui",1360232578138
stopped,bundle,com.springsource.sts.ide.metadata,2.8.1.201111221000-RELEASE,"com.springsource.sts.ide.metadata",1360232578138
stopped,bundle,com.springsource.sts.bestpractices,2.8.1.201111221000-RELEASE,"com.springsource.sts.bestpractices",1360232578138
stopped,bundle,com.springsource.sts.config.ui,2.8.1.201111221000-RELEASE,"com.springsource.sts.config.ui",1360232578138
stopped,bundle,com.springsource.sts.wizard,2.8.1.201111221000-RELEASE,"com.springsource.sts.wizard",1360232578138
stopped,bundle,com.springsource.sts.quickfix,2.8.1.201111221000-RELEASE,"com.springsource.sts.quickfix",1360232578139
stopped,bundle,com.springsource.sts.roo.core,2.8.1.201111221000-RELEASE,"com.springsource.sts.roo.core",1360232578139
stopped,bundle,com.springsource.sts.config.flow,2.8.1.201111221000-RELEASE,"com.springsource.sts.config.flow",1360232578139
stopped,bundle,com.springsource.sts.grails.refactoring,2.8.1.201111221000-RELEASE,"com.springsource.sts.grails.refactoring",1360232578139
stopped,bundle,com.springsource.sts.grails.editor.gsp,2.8.1.201111221000-RELEASE,"com.springsource.sts.grails.editor.gsp",1360232578139
stopped,bundle,com.springsource.sts.grails.explorer,2.8.1.201111221000-RELEASE,"com.springsource.sts.grails.explorer",1360232578139
stopped,bundle,com.springsource.sts.grails.editor.groovy,2.8.1.201111221000-RELEASE,"com.springsource.sts.grails.editor.groovy",1360232578139
stopped,bundle,com.springsource.sts.grails.runonserver,2.8.1.201111221000-RELEASE,"com.springsource.sts.grails.runonserver",1360232578139
stopped,bundle,com.springsource.sts.grails.ui,2.8.1.201111221000-RELEASE,"com.springsource.sts.grails.ui",1360232578139
stopped,bundle,com.springsource.sts.grails.core,2.8.1.201111221000-RELEASE,"com.springsource.sts.grails.core",1360232578139
stopped,bundle,com.springsource.sts.authoring,2.8.1.201111221000-RELEASE,"com.springsource.sts.authoring",1360232578139
stopped,bundle,com.springsource.sts.ide.help,2.8.1.201111221000-RELEASE,"com.springsource.sts.ide.help",1360232578139
stopped,bundle,com.springsource.sts.maven.legacy,2.8.1.201111221000-RELEASE,"com.springsource.sts.maven.legacy",1360232578139
stopped,bundle,com.springsource.sts.server.insight.ui,2.8.1.201111221000-RELEASE,"com.springsource.sts.server.insight.ui",1360232578146
stopped,bundle,com.springsource.sts.server.tc.ec2.core,2.8.1.201111221000-RELEASE,"com.springsource.sts.server.tc.ec2.core",1360232578146
stopped,bundle,com.springsource.sts.server.tc.ec2.ui,2.8.1.201111221000-RELEASE,"com.springsource.sts.server.tc.ec2.ui",1360232578146
stopped,bundle,com.springsource.sts.server.tc.vmware.ui,2.8.1.201111221000-RELEASE,"com.springsource.sts.server.tc.vmware.ui",1360232578146
