what,kind,bundleId,bundleVersion,description,time
started,bundle,com.springsource.sts.ide.ui,2.8.1.201111221000-RELEASE,"com.springsource.sts.ide.ui",1365420442026
started,bundle,com.springsource.sts.maven,2.8.1.201111221000-RELEASE,"com.springsource.sts.maven",1365420442026
started,bundle,com.springsource.sts.quickfix,2.8.1.201111221000-RELEASE,"com.springsource.sts.quickfix",1365420442026
started,bundle,com.springsource.sts.roo.ui,2.8.1.201111221000-RELEASE,"com.springsource.sts.roo.ui",1365420442026
started,bundle,com.springsource.sts.runtimeerroranalysis,2.8.1.201111221000-RELEASE,"com.springsource.sts.runtimeerroranalysis",1365420442026
started,bundle,com.springsource.sts.server.insight.ui,2.8.1.201111221000-RELEASE,"com.springsource.sts.server.insight.ui",1365420442026
started,bundle,com.springsource.sts.ui,2.8.1.201111221000-RELEASE,"com.springsource.sts.ui",1365420442026
started,bundle,com.springsource.sts.wizard,2.8.1.201111221000-RELEASE,"com.springsource.sts.wizard",1365420442026
started,bundle,com.vaadin.integration.eclipse,2.0.1.201105170102,"com.vaadin.integration.eclipse",1365420442026
started,bundle,com.xored.glance.ui,0.9.1,"com.xored.glance.ui",1365420442026
started,bundle,org.aspectj.ajde,1.7.0.20111215190600,"org.aspectj.ajde",1365420442026
started,bundle,org.codehaus.groovy.eclipse.core,2.6.1.xx-20120121-2200-e37,"org.codehaus.groovy.eclipse.core",1365420442026
started,bundle,org.codehaus.groovy.eclipse.dsl,2.6.1.xx-20120121-2200-e37,"org.codehaus.groovy.eclipse.dsl",1365420442026
started,bundle,org.codehaus.groovy.eclipse.ui,2.6.1.xx-20120121-2200-e37,"org.codehaus.groovy.eclipse.ui",1365420442026
started,bundle,org.eclipse.ajdt.core,2.2.0.e37x-20120105-1100,"org.eclipse.ajdt.core",1365420442026
started,bundle,org.eclipse.ajdt.ui,2.2.0.e37x-20120105-1100,"org.eclipse.ajdt.ui",1365420442026
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1365420442026
started,bundle,org.eclipse.contribution.weaving.jdt,2.2.0.e37x-20120105-1100,"org.eclipse.contribution.weaving.jdt",1365420442026
started,bundle,org.eclipse.core.contenttype,3.4.100.v20110423-0524,"org.eclipse.core.contenttype",1365420442026
started,bundle,org.eclipse.core.databinding.observable,1.4.0.I20110222-0800,"org.eclipse.core.databinding.observable",1365420442026
started,bundle,org.eclipse.core.expressions,3.4.300.v20110228,"org.eclipse.core.expressions",1365420442026
started,bundle,org.eclipse.core.filebuffers,3.5.200.v20110505-0800,"org.eclipse.core.filebuffers",1365420442026
started,bundle,org.eclipse.core.filesystem,1.3.100.v20110423-0524,"org.eclipse.core.filesystem",1365420442026
